batch_size=256
discount_factor=0.99
epsilon=1.0
epsilon_min=0.005
epsilon_steps=5000
hidden_sizes=[]
learning_rate=0.001
train_start=100
opponent=random0.5
Round 273: win - win rate: 39.42%, avg reward: -52.85
Round 274: lose - 7 cards left - win rate: 39.64%, avg reward: -52.53
Round 275: lose - 6 cards left - win rate: 39.49%, avg reward: -52.5
Round 276: lose - 4 cards left - win rate: 39.35%, avg reward: -52.44
Round 277: lose - 2 cards left - win rate: 39.21%, avg reward: -52.35
Round 278: lose - 5 cards left - win rate: 39.07%, avg reward: -52.26
Round 279: lose - 9 cards left - win rate: 38.93%, avg reward: -52.18
Round 280: win - win rate: 38.79%, avg reward: -52.36
Round 281: win - win rate: 39.01%, avg reward: -52.11
Round 282: win - win rate: 39.22%, avg reward: -51.83
Round 283: win - win rate: 39.44%, avg reward: -51.52
Round 284: win - win rate: 39.65%, avg reward: -51.09
Round 285: win - win rate: 39.86%, avg reward: -50.51
Round 286: lose - 3 cards left - win rate: 40.07%, avg reward: -50.03
Round 287: win - win rate: 39.93%, avg reward: -49.97
Round 288: win - win rate: 40.14%, avg reward: -49.56
Round 289: lose - 5 cards left - win rate: 40.34%, avg reward: -49.32
Round 290: win - win rate: 40.21%, avg reward: -49.29
Round 291: win - win rate: 40.41%, avg reward: -48.87
Round 292: lose - 5 cards left - win rate: 40.61%, avg reward: -48.36
Round 293: lose - 3 cards left - win rate: 40.48%, avg reward: -48.28
Round 294: lose - 9 cards left - win rate: 40.34%, avg reward: -48.18
Round 295: lose - 6 cards left - win rate: 40.2%, avg reward: -48.35
Round 296: win - win rate: 40.07%, avg reward: -48.39
Round 297: lose - 1 cards left - win rate: 40.27%, avg reward: -48.12
Round 298: win - win rate: 40.13%, avg reward: -47.97
Round 299: win - win rate: 40.33%, avg reward: -47.63
Round 300: win - win rate: 40.53%, avg reward: -47.31
Round 301: lose - 3 cards left - win rate: 40.73%, avg reward: -47.13
Round 302: win - win rate: 40.59%, avg reward: -47.07
Round 303: win - win rate: 40.79%, avg reward: -46.65
Round 304: lose - 5 cards left - win rate: 40.98%, avg reward: -46.43
Round 305: lose - 1 cards left - win rate: 40.85%, avg reward: -46.39
Round 306: win - win rate: 40.72%, avg reward: -46.25
Round 307: lose - 2 cards left - win rate: 40.91%, avg reward: -45.92
Round 308: lose - 4 cards left - win rate: 40.78%, avg reward: -45.81
Round 309: win - win rate: 40.65%, avg reward: -45.79
Round 310: win - win rate: 40.84%, avg reward: -45.45
Round 311: win - win rate: 41.03%, avg reward: -45.17
Round 312: lose - 6 cards left - win rate: 41.21%, avg reward: -44.78
Round 313: lose - 3 cards left - win rate: 41.08%, avg reward: -44.77
Round 314: win - win rate: 40.95%, avg reward: -44.72
Round 315: win - win rate: 41.14%, avg reward: -44.29
Round 316: win - win rate: 41.32%, avg reward: -43.85
Round 317: win - win rate: 41.51%, avg reward: -43.7
Round 318: lose - 3 cards left - win rate: 41.69%, avg reward: -43.01
Round 319: win - win rate: 41.56%, avg reward: -42.92
Round 320: win - win rate: 41.74%, avg reward: -42.6
Round 321: win - win rate: 41.93%, avg reward: -42.18
Round 322: win - win rate: 42.11%, avg reward: -41.93
Round 323: win - win rate: 42.28%, avg reward: -41.64
Round 324: lose - 14 cards left - win rate: 42.46%, avg reward: -41.48
Round 325: win - win rate: 42.33%, avg reward: -41.83
Round 326: win - win rate: 42.51%, avg reward: -41.61
